CV Input,Rating
"Education: MS in Data Science at FAST, Experience: Worked for 1 years at Freelance projects, GPA: 3.55, Skills: Java, Python, Data Science Basics",6.0
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 6 years at Devsinc, GPA: 2.89, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Computer Science at University of Sargodha, Experience: Worked for 5 years at NETSOL, GPA: 2.35, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: MS in Computer Science at LUMS, Experience: Worked for 2 years at Tkxel, GPA: 2.91, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: Bachelors of Software Engineering at NUST, Experience: Worked for 7 years at 10Pearls, GPA: 2.29, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Software Engineering at Preston University, Experience: Worked for 3 years at Local IT Solutions, GPA: 3.65, Skills: Python, Data Analysis, SQL, Machine Learning",5.0
"Education: MS in Data Science at Air University, Experience: Worked for 3 years at Freelance projects, GPA: 3.82, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.0
"Education: MS in Computer Science at Bahauddin Zakariya University, Experience: Worked for 7 years at Devsinc, GPA: 2.7, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",6.5
"Education: BS in Data Science at LUMS, Experience: Worked for 2 years at Tkxel, GPA: 3.74, Skills: Java, Python, Data Science Basics",7.0
"Education: BS in Data Science at University of Sargodha, Experience: Worked for 4 years at Systems Limited, GPA: 3.88, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: Bachelors of Software Engineering at LUMS, Experience: Worked for 1 years at XYZ Technologies, GPA: 2.74, Skills: MS Office, Internet Browsing",5.0
"Education: MS in Computer Science at PIEAS, Experience: Worked for 4 years at Systems Limited, GPA: 2.82, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: Bachelors of Artificial Intelligence at Preston University, Experience: Worked for 8 years at Devsinc, GPA: 3.49, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.0
"Education: BS in Data Science at FAST, Experience: Worked for 2 years at Tkxel, GPA: 2.91, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: Bachelors of Software Engineering at NUST, Experience: Worked for 8 years at Tkxel, GPA: 2.21, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: BS in Data Science at Virtual University, Experience: Worked for 2 years at ABC Soft, GPA: 2.84, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",4.5
"Education: Bachelors of Computer Science at Air University, Experience: Worked for 1 years at ABC Soft, GPA: 3.91, Skills: C++, Basic Java",5.5
"Education: MS in Computer Science at LUMS, Experience: Worked for 5 years at NETSOL, GPA: 2.65, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: BS in Data Science at SZABIST, Experience: Worked for 3 years at Techlogix, GPA: 2.27, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 7 years at NETSOL, GPA: 3.48, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",9.0
"Education: BS in Data Science at LUMS, Experience: Worked for 6 years at NETSOL, GPA: 2.65, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: BS in Data Science at Preston University, Experience: Worked for 7 years at Tkxel, GPA: 2.97, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",6.5
"Education: Bachelors of Computer Science at FAST, Experience: Worked for 3 years at Contour Software, GPA: 3.64, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.0
"Education: MS in Data Science at SZABIST, Experience: Worked for 7 years at NETSOL, GPA: 2.9, Skills: Java, Python, Data Science Basics",6.5
"Education: Bachelors of Computer Science at UET Lahore, Experience: Worked for 2 years at Contour Software, GPA: 3.97, Skills: Python, Data Analysis, SQL, Machine Learning",6.0
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 5 years at NETSOL, GPA: 2.99, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 6 years at NETSOL, GPA: 2.78, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Artificial Intelligence at UET Lahore, Experience: Worked for 3 years at XYZ Technologies, GPA: 3.56, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.0
"Education: BS in Data Science at FAST, Experience: Worked for 2 years at Techlogix, GPA: 3.53, Skills: Java, Python, Data Science Basics",6.0
"Education: Bachelors of Artificial Intelligence at Punjab University, Experience: Worked for 1 years at XYZ Technologies, GPA: 3.86, Skills: R, Statistics, Data Cleaning, Excel",6.0
"Education: Bachelors of Software Engineering at PIEAS, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.61, Skills: HTML, CSS, Basic Python",5.5
"Education: Bachelors of Computer Science at Virtual University, Experience: Worked for 3 years at Tkxel, GPA: 3.8, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.0
"Education: Bachelors of Artificial Intelligence at Comsats, Experience: Worked for 3 years at Contour Software, GPA: 2.01, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: MS in Computer Science at Comsats, Experience: Worked for 8 years at Tkxel, GPA: 3.94, Skills: Java, Python, Data Science Basics",8.0
"Education: MS in Data Science at NUST, Experience: Worked for 7 years at Afiniti, GPA: 2.34, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Software Engineering at NUST, Experience: Worked for 6 years at Systems Limited, GPA: 3.36, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: BS in Data Science at FAST, Experience: Worked for 2 years at ABC Soft, GPA: 2.49, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",6.5
"Education: Bachelors of Artificial Intelligence at Punjab University, Experience: Worked for 6 years at Afiniti, GPA: 3.84, Skills: Python, Data Analysis, SQL, Machine Learning",8.0
"Education: Bachelors of Computer Science at Comsats, Experience: Worked for 4 years at Techlogix, GPA: 2.44, Skills: Java, Python, Data Science Basics",5.5
"Education: BS in Data Science at Bahauddin Zakariya University, Experience: Worked for 6 years at Careem, GPA: 3.3, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: MS in Computer Science at Comsats, Experience: Worked for 8 years at Contour Software, GPA: 3.77, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: MS in Data Science at Comsats, Experience: Worked for 7 years at NETSOL, GPA: 3.78, Skills: Python, Data Analysis, SQL, Machine Learning",8.0
"Education: MS in Data Science at LUMS, Experience: Worked for 2 years at XYZ Technologies, GPA: 2.74, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: MS in Data Science at FAST, Experience: Worked for 0 years at Freelance projects, GPA: 2.3, Skills: HTML, CSS, Basic Python",4.0
"Education: Bachelors of Software Engineering at SZABIST, Experience: Worked for 5 years at Afiniti, GPA: 3.98, Skills: Python, Data Analysis, SQL, Machine Learning",8.0
"Education: MS in Computer Science at Virtual University, Experience: Worked for 5 years at Techlogix, GPA: 3.37, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: Bachelors of Artificial Intelligence at Punjab University, Experience: Worked for 8 years at NETSOL, GPA: 2.94, Skills: Java, Python, Data Science Basics",6.5
"Education: BS in Data Science at FAST, Experience: Worked for 0 years at Freelance projects, GPA: 3.85, Skills: R, Statistics, Data Cleaning, Excel",6.0
"Education: MS in Data Science at SZABIST, Experience: Worked for 1 years at ABC Soft, GPA: 3.91, Skills: HTML, CSS, Basic Python",5.5
"Education: Bachelors of Software Engineering at Punjab University, Experience: Worked for 1 years at Freelance projects, GPA: 3.71, Skills: R, Statistics, Data Cleaning, Excel",6.0
"Education: Bachelors of Software Engineering at Comsats, Experience: Worked for 2 years at Techlogix, GPA: 2.15, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: Bachelors of Computer Science at SZABIST, Experience: Worked for 2 years at XYZ Technologies, GPA: 3.16, Skills: R, Statistics, Data Cleaning, Excel",5.0
"Education: Bachelors of Computer Science at UET Lahore, Experience: Worked for 0 years at ABC Soft, GPA: 3.28, Skills: MS Office, Internet Browsing",3.5
"Education: MS in Data Science at University of Sargodha, Experience: Worked for 2 years at Contour Software, GPA: 2.69, Skills: Java, Python, Data Science Basics",3.5
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 3 years at Tkxel, GPA: 2.25, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: Bachelors of Software Engineering at FAST, Experience: Worked for 4 years at Afiniti, GPA: 3.61, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.0
"Education: MS in Data Science at FAST, Experience: Worked for 5 years at Afiniti, GPA: 2.28, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Software Engineering at Air University, Experience: Worked for 3 years at Contour Software, GPA: 3.42, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.0
"Education: MS in Data Science at Punjab University, Experience: Worked for 8 years at Careem, GPA: 2.81, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
"Education: Bachelors of Software Engineering at University of Sargodha, Experience: Worked for 3 years at NETSOL, GPA: 2.38, Skills: Java, Python, Data Science Basics",4.5
"Education: MS in Computer Science at Comsats, Experience: Worked for 0 years at Freelance projects, GPA: 2.68, Skills: C++, Basic Java",3.0
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 3 years at Freelance projects, GPA: 2.32, Skills: Java, Python, Data Science Basics",6.5
"Education: MS in Computer Science at SZABIST, Experience: Worked for 0 years at ABC Soft, GPA: 3.5, Skills: Python, Data Analysis, SQL, Machine Learning",4.0
"Education: BS in Data Science at Punjab University, Experience: Worked for 8 years at Techlogix, GPA: 3.96, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: MS in Data Science at Punjab University, Experience: Worked for 0 years at XYZ Technologies, GPA: 3.89, Skills: Java, Python, Data Science Basics",5.0
"Education: BS in Data Science at UET Lahore, Experience: Worked for 2 years at Freelance projects, GPA: 2.72, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",5.5
"Education: MS in Data Science at UET Lahore, Experience: Worked for 4 years at Afiniti, GPA: 3.3, Skills: Java, Python, Data Science Basics",6.0
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 8 years at Tkxel, GPA: 2.25, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 8 years at Afiniti, GPA: 3.5, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",9.0
"Education: Bachelors of Computer Science at SZABIST, Experience: Worked for 5 years at Contour Software, GPA: 3.22, Skills: Java, Python, Data Science Basics",7.0
"Education: MS in Data Science at Comsats, Experience: Worked for 2 years at Tkxel, GPA: 2.07, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 4 years at Tkxel, GPA: 3.76, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: Bachelors of Software Engineering at Comsats, Experience: Worked for 0 years at Freelance projects, GPA: 3.15, Skills: C++, Basic Java",3.5
"Education: MS in Data Science at PIEAS, Experience: Worked for 1 years at XYZ Technologies, GPA: 2.71, Skills: HTML, CSS, Basic Python",5.0
"Education: MS in Computer Science at University of Sargodha, Experience: Worked for 2 years at ABC Soft, GPA: 3.53, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",5.0
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 3 years at Tkxel, GPA: 3.39, Skills: Python, Data Analysis, SQL, Machine Learning",6.0
"Education: Bachelors of Software Engineering at GIKI, Experience: Worked for 8 years at Tkxel, GPA: 2.9, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Artificial Intelligence at Comsats, Experience: Worked for 2 years at XYZ Technologies, GPA: 2.51, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: Bachelors of Computer Science at Virtual University, Experience: Worked for 6 years at 10Pearls, GPA: 3.39, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: MS in Computer Science at Punjab University, Experience: Worked for 3 years at Contour Software, GPA: 3.97, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.0
"Education: MS in Data Science at Punjab University, Experience: Worked for 1 years at Local IT Solutions, GPA: 2.69, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: MS in Data Science at Air University, Experience: Worked for 3 years at Contour Software, GPA: 3.75, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: MS in Data Science at Preston University, Experience: Worked for 3 years at Freelance projects, GPA: 3.95, Skills: Java, Python, Data Science Basics",6.0
"Education: MS in Computer Science at UET Lahore, Experience: Worked for 3 years at Contour Software, GPA: 2.16, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: Bachelors of Artificial Intelligence at PIEAS, Experience: Worked for 6 years at Devsinc, GPA: 3.16, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: BS in Data Science at Air University, Experience: Worked for 2 years at Contour Software, GPA: 3.73, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.0
"Education: Bachelors of Artificial Intelligence at PIEAS, Experience: Worked for 0 years at XYZ Technologies, GPA: 3.45, Skills: MS Office, Internet Browsing",4.5
"Education: MS in Data Science at Air University, Experience: Worked for 2 years at Techlogix, GPA: 3.59, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.0
"Education: Bachelors of Computer Science at University of Sargodha, Experience: Worked for 5 years at Contour Software, GPA: 3.34, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.0
"Education: Bachelors of Artificial Intelligence at PIEAS, Experience: Worked for 4 years at Tkxel, GPA: 2.53, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.5
"Education: MS in Computer Science at UET Lahore, Experience: Worked for 4 years at Contour Software, GPA: 3.83, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: MS in Data Science at Punjab University, Experience: Worked for 8 years at Devsinc, GPA: 2.2, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.5
"Education: MS in Data Science at FAST, Experience: Worked for 8 years at Tkxel, GPA: 3.2, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: Bachelors of Computer Science at Air University, Experience: Worked for 0 years at ABC Soft, GPA: 2.09, Skills: C++, Basic Java",3.0
"Education: MS in Data Science at Comsats, Experience: Worked for 7 years at Tkxel, GPA: 3.43, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: MS in Data Science at PIEAS, Experience: Worked for 4 years at Systems Limited, GPA: 3.78, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Artificial Intelligence at PIEAS, Experience: Worked for 6 years at Techlogix, GPA: 2.82, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: MS in Computer Science at LUMS, Experience: Worked for 4 years at 10Pearls, GPA: 2.27, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: Bachelors of Artificial Intelligence at Preston University, Experience: Worked for 0 years at Local IT Solutions, GPA: 3.38, Skills: Python, Data Analysis, SQL, Machine Learning",3.0
"Education: MS in Data Science at GIKI, Experience: Worked for 6 years at Techlogix, GPA: 2.47, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: MS in Data Science at SZABIST, Experience: Worked for 5 years at Techlogix, GPA: 2.76, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.5
"Education: Bachelors of Software Engineering at UET Lahore, Experience: Worked for 4 years at Tkxel, GPA: 2.66, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: MS in Computer Science at PIEAS, Experience: Worked for 5 years at Systems Limited, GPA: 2.94, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Artificial Intelligence at UET Lahore, Experience: Worked for 5 years at Contour Software, GPA: 3.69, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: MS in Computer Science at PIEAS, Experience: Worked for 6 years at Careem, GPA: 3.19, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",9.0
"Education: Bachelors of Software Engineering at Comsats, Experience: Worked for 4 years at Tkxel, GPA: 2.23, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: Bachelors of Artificial Intelligence at Punjab University, Experience: Worked for 6 years at Tkxel, GPA: 3.42, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.0
"Education: Bachelors of Computer Science at GIKI, Experience: Worked for 3 years at Tkxel, GPA: 3.33, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: MS in Data Science at PIEAS, Experience: Worked for 2 years at XYZ Technologies, GPA: 2.13, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",6.5
"Education: BS in Data Science at UET Lahore, Experience: Worked for 7 years at 10Pearls, GPA: 2.18, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.5
"Education: MS in Computer Science at LUMS, Experience: Worked for 8 years at Techlogix, GPA: 3.09, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: MS in Computer Science at GIKI, Experience: Worked for 7 years at Devsinc, GPA: 3.76, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",10.0
"Education: Bachelors of Artificial Intelligence at LUMS, Experience: Worked for 7 years at Tkxel, GPA: 3.49, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 8 years at Afiniti, GPA: 3.07, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Software Engineering at NUST, Experience: Worked for 3 years at Techlogix, GPA: 2.85, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.5
"Education: Bachelors of Artificial Intelligence at Comsats, Experience: Worked for 0 years at Freelance projects, GPA: 2.79, Skills: MS Office, Internet Browsing",3.0
"Education: Bachelors of Computer Science at LUMS, Experience: Worked for 6 years at NETSOL, GPA: 3.14, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: MS in Data Science at Air University, Experience: Worked for 4 years at Afiniti, GPA: 2.31, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",6.5
"Education: BS in Data Science at Preston University, Experience: Worked for 0 years at ABC Soft, GPA: 3.97, Skills: Python, Data Analysis, SQL, Machine Learning",4.0
"Education: Bachelors of Artificial Intelligence at GIKI, Experience: Worked for 4 years at Systems Limited, GPA: 3.38, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.0
"Education: MS in Computer Science at Preston University, Experience: Worked for 7 years at Techlogix, GPA: 2.49, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",6.5
"Education: BS in Data Science at Air University, Experience: Worked for 8 years at Systems Limited, GPA: 3.1, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: BS in Data Science at Air University, Experience: Worked for 0 years at Freelance projects, GPA: 3.55, Skills: MS Office, Internet Browsing",3.5
"Education: Bachelors of Computer Science at University of Sargodha, Experience: Worked for 4 years at Techlogix, GPA: 2.35, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",5.5
"Education: Bachelors of Software Engineering at Comsats, Experience: Worked for 7 years at Devsinc, GPA: 3.1, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: Bachelors of Computer Science at Virtual University, Experience: Worked for 0 years at ABC Soft, GPA: 3.05, Skills: MS Office, Internet Browsing",2.5
"Education: Bachelors of Artificial Intelligence at PIEAS, Experience: Worked for 1 years at XYZ Technologies, GPA: 2.17, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: Bachelors of Software Engineering at Bahauddin Zakariya University, Experience: Worked for 7 years at Afiniti, GPA: 3.01, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: Bachelors of Artificial Intelligence at Preston University, Experience: Worked for 8 years at Tkxel, GPA: 3.65, Skills: Java, Python, Data Science Basics",6.0
"Education: Bachelors of Computer Science at UET Lahore, Experience: Worked for 6 years at Afiniti, GPA: 3.16, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.0
"Education: BS in Data Science at NUST, Experience: Worked for 7 years at Techlogix, GPA: 3.82, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",10.0
"Education: Bachelors of Software Engineering at UET Lahore, Experience: Worked for 5 years at NETSOL, GPA: 2.54, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: Bachelors of Artificial Intelligence at Bahauddin Zakariya University, Experience: Worked for 2 years at NETSOL, GPA: 3.94, Skills: Python, Data Analysis, SQL, Machine Learning",5.0
"Education: Bachelors of Artificial Intelligence at UET Lahore, Experience: Worked for 1 years at XYZ Technologies, GPA: 4.0, Skills: Java, Python, Data Science Basics",6.0
"Education: Bachelors of Software Engineering at PIEAS, Experience: Worked for 8 years at Careem, GPA: 3.36, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Computer Science at Preston University, Experience: Worked for 2 years at Local IT Solutions, GPA: 3.24, Skills: Python, Data Analysis, SQL, Machine Learning",4.0
"Education: Bachelors of Computer Science at PIEAS, Experience: Worked for 8 years at Tkxel, GPA: 2.33, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Software Engineering at GIKI, Experience: Worked for 6 years at Systems Limited, GPA: 2.89, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: MS in Computer Science at UET Lahore, Experience: Worked for 4 years at Tkxel, GPA: 3.36, Skills: Java, Python, Data Science Basics",6.0
"Education: MS in Data Science at LUMS, Experience: Worked for 4 years at Systems Limited, GPA: 3.15, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.0
"Education: Bachelors of Computer Science at Air University, Experience: Worked for 2 years at ABC Soft, GPA: 2.8, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",5.5
"Education: Bachelors of Computer Science at Comsats, Experience: Worked for 7 years at NETSOL, GPA: 2.59, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
"Education: Bachelors of Artificial Intelligence at Punjab University, Experience: Worked for 3 years at NETSOL, GPA: 3.23, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: BS in Data Science at PIEAS, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.26, Skills: Python, Data Analysis, SQL, Machine Learning",6.0
"Education: MS in Data Science at University of Sargodha, Experience: Worked for 4 years at Contour Software, GPA: 2.95, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: BS in Data Science at NUST, Experience: Worked for 8 years at Devsinc, GPA: 2.09, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: BS in Data Science at Punjab University, Experience: Worked for 4 years at Afiniti, GPA: 2.34, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: MS in Data Science at Punjab University, Experience: Worked for 4 years at Techlogix, GPA: 2.53, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: BS in Data Science at UET Lahore, Experience: Worked for 7 years at Contour Software, GPA: 2.27, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: MS in Computer Science at University of Sargodha, Experience: Worked for 4 years at Systems Limited, GPA: 2.28, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",5.5
"Education: Bachelors of Software Engineering at NUST, Experience: Worked for 4 years at 10Pearls, GPA: 3.21, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.0
"Education: Bachelors of Software Engineering at Bahauddin Zakariya University, Experience: Worked for 3 years at NETSOL, GPA: 3.08, Skills: Python, Data Analysis, SQL, Machine Learning",5.0
"Education: Bachelors of Artificial Intelligence at LUMS, Experience: Worked for 1 years at ABC Soft, GPA: 2.78, Skills: MS Office, Internet Browsing",5.0
"Education: Bachelors of Computer Science at UET Lahore, Experience: Worked for 2 years at Tkxel, GPA: 3.4, Skills: R, Statistics, Data Cleaning, Excel",5.0
"Education: MS in Data Science at UET Lahore, Experience: Worked for 0 years at Freelance projects, GPA: 2.03, Skills: Python, Data Analysis, SQL, Machine Learning",3.5
"Education: MS in Computer Science at UET Lahore, Experience: Worked for 0 years at Freelance projects, GPA: 2.69, Skills: MS Office, Internet Browsing",3.0
"Education: MS in Computer Science at Virtual University, Experience: Worked for 0 years at XYZ Technologies, GPA: 3.46, Skills: C++, Basic Java",2.5
"Education: Bachelors of Artificial Intelligence at GIKI, Experience: Worked for 2 years at Techlogix, GPA: 2.57, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: Bachelors of Artificial Intelligence at Preston University, Experience: Worked for 4 years at Tkxel, GPA: 3.47, Skills: Java, Python, Data Science Basics",5.0
"Education: BS in Data Science at Bahauddin Zakariya University, Experience: Worked for 6 years at Tkxel, GPA: 2.1, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: Bachelors of Computer Science at PIEAS, Experience: Worked for 6 years at Afiniti, GPA: 2.17, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Artificial Intelligence at Punjab University, Experience: Worked for 5 years at Careem, GPA: 3.55, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: MS in Computer Science at LUMS, Experience: Worked for 1 years at Local IT Solutions, GPA: 2.72, Skills: MS Office, Internet Browsing",5.0
"Education: MS in Data Science at LUMS, Experience: Worked for 6 years at Contour Software, GPA: 2.99, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Software Engineering at PIEAS, Experience: Worked for 6 years at Careem, GPA: 3.38, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: MS in Data Science at University of Sargodha, Experience: Worked for 0 years at ABC Soft, GPA: 3.18, Skills: Python, Data Analysis, SQL, Machine Learning",3.0
